Grootheid.code;Grootheid.omschrijving;Parameter.code;Parameter.omschrijving;CAS-nummer;Eenheid.code;Hoedanigheid.code;Compartiment.code;KRWwatertype.code;Waardebewerkingmethode.code;Begindatum;Einddatum;Zeer goed;Goed;Matig;Ontoereikend;Slecht;Bijzondere Omstandigheid
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R4a;ZGM;2001-01-02;;>=50 EN <=80;>=50.0 EN <=100;>=40.0 EN <=110;>=30.0 EN <=120;<30 OF >120;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R19;ZGM;2001-01-02;;>=60 EN <=90;>90.0 EN <=100 OF >=50 EN <60;>100 EN <=110 OF >=40 EN <50;>110 EN <=120 OF >=30 EN <40;<30 OF >120;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;O2b;ZGM;2001-01-02;;>=80;>=60;>=50;>=40;<40;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;M21b;ZGM;2001-01-02;;>=70.0 EN <=110;>=60.0 EN <=120;>=50.0 EN <=130;>=40.0 EN <=140;<40 OF >140;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R4b;ZGM;2001-01-02;;>=50 EN <=80;>=50.0 EN <=100;>=40.0 EN <=110;>=30.0 EN <=120;<30 OF >120;
VERZDGGD;Verzadigingsgraad;O2;zuurstof;7782-44-7;%;NVT;OW;R20;ZGM;2001-01-02;;>=70 EN <=90;>90.0 EN <=120;>120 EN <=130 OF >=60 EN <70;>130 EN <=140 OF >=50 EN <60;<50 OF >140;
ZICHT;Doorzicht;;;;m;NVT;OW;M3;ZGM;2000-01-01;;>=2.0;>=0.65;>=0.45;>=0.30;<0.30;
ZICHT;Doorzicht;;;;m;NVT;OW;M4;ZGM;2000-01-01;;>=2.0;>=0.65;>=0.45;>=0.30;<0.30;
ZICHT;Doorzicht;;;;m;NVT;OW;M5;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M6a;ZGM;2000-01-01;;>=2.0;>=0.65;>=0.45;>=0.30;<0.30;
ZICHT;Doorzicht;;;;m;NVT;OW;M6b;ZGM;2000-01-01;;>=2.0;>=0.65;>=0.45;>=0.30;<0.30;
ZICHT;Doorzicht;;;;m;NVT;OW;M7a;ZGM;2000-01-01;;>=2.0;>=0.65;>=0.45;>=0.30;<0.30;
ZICHT;Doorzicht;;;;m;NVT;OW;M7b;ZGM;2000-01-01;;>=2.0;>=0.65;>=0.45;>=0.30;<0.30;
ZICHT;Doorzicht;;;;m;NVT;OW;M10;ZGM;2000-01-01;;>=2.0;>=0.65;>=0.45;>=0.30;<0.30;
ZICHT;Doorzicht;;;;m;NVT;OW;M11;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M12;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M13;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M14;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M16;ZGM;2000-01-01;;>=2.25;>=1.7;>=1.2;>=1.0;<1.0;
ZICHT;Doorzicht;;;;m;NVT;OW;M17;ZGM;2000-01-01;;>=2.25;>=1.7;>=1.2;>=1.0;<1.0;
ZICHT;Doorzicht;;;;m;NVT;OW;M18;ZGM;2000-01-01;;>=2.25;>=1.7;>=1.2;>=1.0;<1.0;
ZICHT;Doorzicht;;;;m;NVT;OW;M20;ZGM;2000-01-01;;>=2.25;>=1.7;>=1.2;>=1.0;<1.0;
ZICHT;Doorzicht;;;;m;NVT;OW;M22;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M23;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M24;ZGM;2000-01-01;;>=2.25;>=1.7;>=1.2;>=1.0;<1.0;
ZICHT;Doorzicht;;;;m;NVT;OW;M25;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M26;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M27;ZGM;2000-01-01;;>=2.0;>=0.90;>=0.60;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M28;ZGM;2000-01-01;;>=2.0;>=0.90;>=0.60;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M30;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M31;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M32;ZGM;2000-01-01;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M21a;ZGM;2001-01-02;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
ZICHT;Doorzicht;;;;m;NVT;OW;M21b;ZGM;2001-01-02;;>=2.0;>=0.9;>=0.6;>=0.45;<0.45;
