"ID_classificatie","bron","Grootheid.code","Grootheid.omschrijving","Parameter.code","Parameter.omschrijving","CAS.nummer","Eenheid.code","Hoedanigheid.code","Compartiment.code","KRWwatertype.code","Waardebewerkingmethode.code","Begindatum","Einddatum","Bijzondere.Omstandigheid"
100000111,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M10","ZGM","2000-01-01",NA,"Ntot_som"
100000112,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M11","ZGM","2000-01-01",NA,"Ntot_som"
100000113,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M12","ZGM","2000-01-01",NA,"Ntot_som"
100000114,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M13","ZGM","2000-01-01",NA,"Ntot_som"
100000115,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M14","ZGM","2000-01-01",NA,"Ntot_som"
100000116,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M16","ZGM","2000-01-01",NA,"Ntot_som"
100000117,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M17","ZGM","2000-01-01",NA,"Ntot_som"
100000118,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M18","ZGM","2000-01-01",NA,"Ntot_som"
100000119,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M20","ZGM","2000-01-01",NA,"Ntot_som"
100000120,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M22","ZGM","2000-01-01",NA,"Ntot_som"
100000121,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M23","ZGM","2000-01-01",NA,"Ntot_som"
100000122,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M24","ZGM","2000-01-01",NA,"Ntot_som"
100000123,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M25","ZGM","2000-01-01",NA,"Ntot_som"
100000124,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M26","ZGM","2000-01-01",NA,"Ntot_som"
100000125,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M27","ZGM","2000-01-01",NA,"Ntot_som"
100000126,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M28","ZGM","2000-01-01",NA,"Ntot_som"
100000127,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M30","ZGM","2000-01-01",NA,"Ntot_som"
100000128,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M31","ZGM","2000-01-01",NA,"Ntot_som"
100000129,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Nanorg","stikstof anorganisch","NVT","mg/l","Nnf","OW","M32","WGM","2000-01-01",NA,"Nanorg_som"
100000130,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R1","ZGM","2000-01-01",NA,"Ntot_som"
100000131,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R2","ZGM","2000-01-01",NA,"Ntot_som"
100000132,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R3","ZGM","2000-01-01",NA,"Ntot_som"
100000133,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R5","ZGM","2000-01-01",NA,"Ntot_som"
100000134,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R6","ZGM","2000-01-01",NA,"Ntot_som"
100000135,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R7","ZGM","2000-01-01",NA,"Ntot_som"
100000136,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R8","ZGM","2000-01-01",NA,"Ntot_som"
100000137,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R9","ZGM","2000-01-01",NA,"Ntot_som"
100000138,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R10","ZGM","2000-01-01",NA,"Ntot_som"
100000139,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R11","ZGM","2000-01-01",NA,"Ntot_som"
100000140,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R12","ZGM","2000-01-01",NA,"Ntot_som"
100000141,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R13","ZGM","2000-01-01",NA,"Ntot_som"
100000142,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R14","ZGM","2000-01-01",NA,"Ntot_som"
100000143,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R15","ZGM","2000-01-01",NA,"Ntot_som"
100000144,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R16","ZGM","2000-01-01",NA,"Ntot_som"
100000145,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R17","ZGM","2000-01-01",NA,"Ntot_som"
100000146,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R18","ZGM","2000-01-01",NA,"Ntot_som"
100000147,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M21a","ZGM","2001-01-02",NA,""
100000148,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R4a","ZGM","2001-01-02",NA,""
100000149,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R19","ZGM","2001-01-02",NA,""
100000150,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M21a","ZGM","2001-01-02",NA,""
100000151,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","M21b","ZGM","2001-01-02",NA,""
100000152,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R4a","ZGM","2001-01-02",NA,""
100000153,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R19","ZGM","2001-01-02",NA,""
100000154,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R4b","ZGM","2001-01-02",NA,""
100000155,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Cl","chloride","16887-00-6","mg/l","NVT","OW","R20","ZGM","2001-01-02",NA,""
100000156,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Nanorg","stikstof anorganisch","NVT","mg/l","Nnf","OW","O2a","WGM","2001-01-02",NA,"Nanorg_som"
100000157,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M21a","ZGM","2001-01-02",NA,"Ntot_som"
100000158,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R4a","ZGM","2001-01-02",NA,"Ntot_som"
100000159,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R19","ZGM","2001-01-02",NA,"Ntot_som"
100000160,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","M21b","ZGM","2001-01-02",NA,""
100000161,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R4b","ZGM","2001-01-02",NA,""
100000162,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ptot","fosfor totaal","NVT","mg/l","P","OW","R20","ZGM","2001-01-02",NA,""
100000163,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Nanorg","stikstof anorganisch","NVT","mg/l","Nnf","OW","O2b","WGM","2001-01-02",NA,"Nanorg_som"
100000164,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","M21b","ZGM","2001-01-02",NA,"Ntot_som"
100000165,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R4b","ZGM","2001-01-02",NA,"Ntot_som"
100000166,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","CONCTTE","(massa)Concentratie","Ntot","stikstof totaal","NVT","mg/l","N","OW","R20","ZGM","2001-01-02",NA,"Ntot_som"
100000167,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M1a","ZPH","2000-01-01",NA,""
100000168,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M1b","ZPH","2000-01-01",NA,""
100000169,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M2","ZPH","2000-01-01",NA,""
100000170,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M3","ZPH","2000-01-01",NA,""
100000171,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M4","ZPH","2000-01-01",NA,""
100000172,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M5","ZPH","2000-01-01",NA,""
100000173,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M6a","ZPH","2000-01-01",NA,""
100000174,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M6b","ZPH","2000-01-01",NA,""
100000175,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M7a","ZPH","2000-01-01",NA,""
100000176,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M7b","ZPH","2000-01-01",NA,""
100000177,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M8","ZPH","2000-01-01",NA,""
100000178,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M9","ZPH","2000-01-01",NA,""
100000179,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M10","ZPH","2000-01-01",NA,""
100000180,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M11","ZPH","2000-01-01",NA,""
100000181,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M12","ZPH","2000-01-01",NA,""
100000182,"KRW fysisch-chemisch uit maatlatten 2018 (AQUOKIT KRW Waterkwaliteitsnormen Export 20220912)","pH","Zuurgraad","","","","DIMSLS","NVT","OW","M13","ZPH","2000-01-01",NA,""
